Stop_ID,FIPS,mix_x,max_x,min_y,max_y
1_69670,530330222013007,-122.243999,-122.229213,47.724255,47.728008
1_46660,530330255002012,-122.16938,-122.164532,47.49847,47.501419
1_75580,530330202003003,-122.377394,-122.371904,47.767769,47.774851
1_75585,530330203003007,-122.351237,-122.348504,47.763223,47.76504
1_22510,530330120002003,-122.375935,-122.374641,47.508187,47.509988
1_23640,530330027001012,-122.322962,-122.320254,47.686758,47.687505
1_25790,530330053023000,-122.30466,-122.286709,47.64742,47.661222
1_25792,530330043011003,-122.300618,-122.299554,47.666265,47.667993
1_69660,530330222014008,-122.231863,-122.229166,47.727869,47.730191
1_25791,530330043011012,-122.300912,-122.298831,47.663263,47.664281
1_46650,530330255002011,-122.166018,-122.164573,47.499705,47.501131
1_25794,530330043012003,-122.300653,-122.299585,47.672148,47.675773
1_25793,530330043012012,-122.300628,-122.299565,47.668522,47.669986
1_75590,530330201001006,-122.382703,-122.377229,47.77063,47.774252
1_75592,530330201002011,-122.384138,-122.382663,47.770657,47.771711
1_75594,530330201002008,-122.388483,-122.386503,47.771703,47.772597
1_25795,530330038002013,-122.300653,-122.298401,47.675772,47.677592
1_25796,530330038002004,-122.300733,-122.299594,47.679407,47.682022
1_25797,530330025001015,-122.30087,-122.295887,47.683045,47.686757
1_25798,530330025001015,-122.30087,-122.295887,47.683045,47.686757
1_10990,530330066001009,-122.325052,-122.320208,47.628666,47.632277
1_85669,530330238041000,-122.207086,-122.201607,47.613829,47.61744
1_23650,530330027001012,-122.322962,-122.320254,47.686758,47.687505
1_22520,530330120002004,-122.376123,-122.374772,47.509981,47.511913
1_69650,530330222014000,-122.231801,-122.229089,47.731835,47.733328
1_46680,530330255002014,-122.168727,-122.164383,47.494662,47.4978
1_75566,530330209001009,-122.353237,-122.345374,47.741344,47.745051
1_75560,530330202005005,-122.366617,-122.361207,47.765063,47.766949
1_46671,530330251024016,-122.156353,-122.151009,47.488449,47.492068
1_46672,530330255003014,-122.166678,-122.164351,47.493822,47.49468
1_69640,530330221024013,-122.233013,-122.229008,47.733303,47.737003
1_46670,530330255002014,-122.168727,-122.164383,47.494662,47.4978
1_75570,530330202003003,-122.377394,-122.371904,47.767769,47.774851
1_85640,530330238042003,-122.198931,-122.196237,47.613789,47.615571
1_23630,530330027001013,-122.320265,-122.317554,47.68673,47.687491
1_22500,530330121002012,-122.376068,-122.374584,47.504599,47.506395
1_46675,530330251024005,-122.164495,-122.158258,47.495726,47.497585
1_46674,530330255001000,-122.167802,-122.164267,47.491468,47.492217
1_46673,530330251024014,-122.156406,-122.15427,47.490338,47.492084
1_23680,530330019002014,-122.323033,-122.320316,47.692203,47.693132
1_45219,530330253013034,-122.207508,-122.202219,47.492064,47.495651
1_61830,530330302011016,-122.356204,-122.353843,47.322375,47.323984
1_69630,530330221024002,-122.232857,-122.228916,47.738071,47.740596
1_46620,530330255002008,-122.169422,-122.167274,47.501367,47.503015
1_23690,530330019002010,-122.323054,-122.320322,47.694026,47.694955
1_69620,530330221024002,-122.232857,-122.228916,47.738071,47.740596
1_46610,530330255002004,-122.174067,-122.172602,47.501853,47.50308
1_61820,530330302011014,-122.354511,-122.3491,47.322373,47.326148
1_35710,530330046001000,-122.346693,-122.325713,47.669822,47.685666
1_10950,530330061002027,-122.321354,-122.32006,47.639541,47.641353
1_45230,530330253013037,-122.203386,-122.202219,47.490281,47.492093
1_67390,530330231001000,-122.112479,-122.110995,47.616788,47.621427
1_23660,530330027001004,-122.322982,-122.320276,47.688215,47.688952
1_61810,530330302011015,-122.350088,-122.348103,47.322379,47.324197
1_69610,530330221013000,-122.241082,-122.237156,47.73338,47.740678
1_46640,530330255002010,-122.166525,-122.164624,47.501112,47.502986
1_67380,530330231001009,-122.111002,-122.107237,47.616773,47.620515
1_23670,530330019002018,-122.323012,-122.320309,47.690381,47.691307
1_61800,530330302011013,-122.349126,-122.345361,47.322381,47.326047
1_10970,530330065001020,-122.321396,-122.320082,47.635908,47.637254
1_69600,530330221013001,-122.241685,-122.240895,47.73969,47.740686
1_46630,530330255002010,-122.166525,-122.164624,47.501112,47.502986
1_35741,530330044002000,-122.313133,-122.311923,47.674477,47.675792
1_35740,530330044002002,-122.31566,-122.314345,47.674978,47.675813
1_22590,530330115002018,-122.376702,-122.375295,47.522858,47.524654
1_35720,530330046001000,-122.346693,-122.325713,47.669822,47.685666
1_46600,530330254001001,-122.17821,-122.176244,47.5017,47.503092
1_22570,530330114023008,-122.376791,-122.375405,47.519266,47.521068
1_22580,530330115002025,-122.376764,-122.375351,47.521062,47.522859
1_23600,530330026004011,-122.316773,-122.315097,47.683053,47.685274
1_22557,530330114023003,-122.3714,-122.365875,47.517377,47.521038
1_22550,530330120001001,-122.376887,-122.375279,47.513722,47.517486
1_22553,530330114023008,-122.376791,-122.375405,47.519266,47.521068
1_85630,530330238042000,-122.198995,-122.196298,47.615497,47.617416
1_24690,530330057006004,-122.403586,-122.40089,47.655856,47.659306
1_35780,530330044004000,-122.313052,-122.311883,47.666426,47.668517
1_68100,530330236011008,-122.174966,-122.172302,47.616658,47.617339
1_23610,530330026004013,-122.317529,-122.316227,47.683059,47.685291
1_22560,530330114023009,-122.376887,-122.37546,47.517471,47.519273
1_35790,530330044004009,-122.313076,-122.311918,47.664891,47.666434
1_22530,530330120001010,-122.376376,-122.375025,47.511853,47.513722
1_74476,530330237001034,-122.164395,-122.157238,47.624373,47.628037
1_74474,530330237001034,-122.164395,-122.157238,47.624373,47.628037
1_74472,530330237001041,-122.167078,-122.164377,47.621559,47.628066
1_24670,530330057006000,-122.397598,-122.396102,47.658397,47.660041
1_35760,530330044002023,-122.313015,-122.3119,47.671203,47.672104
1_22540,530330120001001,-122.376887,-122.375279,47.513722,47.517486
1_74482,530330228033051,-122.143093,-122.13769,47.627863,47.631546
1_24680,530330057005008,-122.403575,-122.398217,47.658553,47.665881
1_68010,530330238011013,-122.201417,-122.195988,47.596584,47.610136
1_37480,530330042002002,-122.284906,-122.2822,47.673965,47.675786
1_24780,530330056004006,-122.402362,-122.400967,47.641165,47.643173
1_38530,530330021003002,-122.305363,-122.301476,47.689982,47.695747
1_82237,530330019002012,-122.320322,-122.3176,47.693099,47.694026
1_74465,530330240001035,-122.196323,-122.190973,47.621036,47.626108
1_74464,530330240001028,-122.196275,-122.19093,47.624184,47.631527
1_74463,530330240001028,-122.196275,-122.19093,47.624184,47.631527
1_31430,530330058011008,-122.384673,-122.383359,47.648451,47.650327
1_74462,530330240001028,-122.196275,-122.19093,47.624184,47.631527
1_74461,530330240001013,-122.192197,-122.190926,47.631192,47.631834
1_74460,530330240001000,-122.199808,-122.196175,47.641309,47.642932
1_82235,530330019002008,-122.320328,-122.317591,47.694921,47.695849
1_81188,530330309011012,-122.255639,-122.252371,47.285104,47.286372
1_67400,530330231001005,-122.114633,-122.111547,47.616825,47.619496
1_81186,530330309011027,-122.254889,-122.252337,47.283899,47.285121
1_82230,530330002004001,-122.31275,-122.310027,47.732096,47.73395
1_76925,530330218033024,-122.212492,-122.203748,47.751429,47.759373
1_81182,530330309011031,-122.253278,-122.248225,47.279097,47.282711
1_68020,530330238041010,-122.201503,-122.200072,47.606428,47.610147
1_24770,530330056004005,-122.402338,-122.400947,47.643156,47.645003
1_81190,530330309011038,-122.255038,-122.252454,47.28877,47.290009
1_38540,530330021003002,-122.305363,-122.301476,47.689982,47.695747
1_37490,530330042002001,-122.28222,-122.280858,47.673966,47.675787
1_74453,530330237003016,-122.191075,-122.187463,47.634017,47.637455
1_31420,530330058021001,-122.384665,-122.38335,47.64658,47.648454
1_74452,530330237003030,-122.184833,-122.181229,47.632081,47.632885
1_74455,530330240001002,-122.196294,-122.188434,47.633947,47.641309
1_74454,530330237001029,-122.175083,-122.171062,47.626312,47.629535
1_81199,530330308011024,-122.232524,-122.230358,47.271931,47.303521
1_82247,530330027001000,-122.320309,-122.317605,47.689644,47.690381
1_74451,530330240001003,-122.195495,-122.194167,47.640698,47.641131
1_74450,530330227012028,-122.19973,-122.196175,47.642898,47.646168
1_81195,530330308011054,-122.249953,-122.241444,47.293575,47.29568
1_82240,530330002006001,-122.304844,-122.303357,47.732457,47.73386
1_67410,530330231002007,-122.118987,-122.116339,47.616869,47.620145
1_76910,530330217005010,-122.234086,-122.228533,47.753754,47.755826
1_81194,530330309011035,-122.255041,-122.252477,47.289968,47.291193
1_38510,530330025001012,-122.301683,-122.298183,47.686672,47.688464
1_37460,530330042004006,-122.290275,-122.289652,47.673981,47.675782
1_24760,530330056004000,-122.402302,-122.400928,47.645,47.646835
1_35690,530330046001000,-122.346693,-122.325713,47.669822,47.685666
1_74440,530330227023014,-122.202137,-122.196257,47.646624,47.653687
1_74444,530330240001028,-122.196275,-122.19093,47.624184,47.631527
1_82216,530330012002006,-122.320429,-122.317692,47.701286,47.702212
1_31410,530330058021008,-122.384657,-122.383322,47.644751,47.646581
1_74442,530330237003012,-122.196296,-122.193973,47.644147,47.646432
1_74441,530330237003012,-122.196296,-122.193973,47.644147,47.646432
1_74448,530330240001002,-122.196294,-122.188434,47.633947,47.641309
1_76900,530330217005010,-122.234086,-122.228533,47.753754,47.755826
1_74447,530330240001002,-122.196294,-122.188434,47.633947,47.641309
1_81160,530330309021009,-122.250219,-122.246765,47.26463,47.265553
1_74446,530330237003016,-122.191075,-122.187463,47.634017,47.637455
1_74449,530330237001030,-122.180498,-122.174997,47.619922,47.631541
1_35680,530330046001000,-122.346693,-122.325713,47.669822,47.685666
1_38520,530330021003010,-122.30156,-122.297374,47.689424,47.693901
1_37470,530330042004000,-122.28694,-122.285807,47.673968,47.675783
1_68001,530330238043007,-122.196298,-122.193561,47.613724,47.615574
1_68000,530330238011013,-122.201417,-122.195988,47.596584,47.610136
1_81178,530330309012000,-122.24995,-122.247188,47.278341,47.279095
1_74430,530330227023014,-122.202137,-122.196257,47.646624,47.653687
1_31400,530330058021014,-122.384649,-122.383322,47.642926,47.644758
1_82227,530330019002004,-122.320335,-122.317583,47.696742,47.697671
1_81170,530330309023002,-122.250041,-122.246431,47.271838,47.272939
1_68003,530330238043007,-122.196298,-122.193561,47.613724,47.615574
1_24750,530330057004017,-122.402302,-122.40092,47.646834,47.648633
1_68004,530330238043007,-122.196298,-122.193561,47.613724,47.615574
1_74437,530330227012022,-122.201998,-122.197324,47.6449,47.646433
1_81172,530330309012026,-122.250003,-122.247206,47.274163,47.276548
1_68005,530330238043007,-122.196298,-122.193561,47.613724,47.615574
1_81174,530330309012026,-122.250003,-122.247206,47.274163,47.276548
1_82220,530330002003000,-122.323589,-122.312652,47.724886,47.734052
1_68007,530330238043007,-122.196298,-122.193561,47.613724,47.615574
1_31470,530330058014029,-122.39085,-122.385965,47.65587,47.659631
1_24740,530330057004014,-122.402296,-122.400915,47.648631,47.650445
1_74420,530330227023005,-122.198236,-122.196222,47.65549,47.657689
1_68064,530330237001032,-122.179644,-122.174997,47.618282,47.620633
1_68065,530330236011004,-122.174997,-122.164304,47.617207,47.622113
1_68066,530330236011004,-122.174997,-122.164304,47.617207,47.622113
1_68067,530330236011003,-122.164377,-122.16169,47.617675,47.622664
1_68063,530330232013004,-122.143101,-122.137618,47.620884,47.627715
1_38500,530330025001017,-122.30193,-122.30087,47.686671,47.687654
1_68069,530330236031001,-122.153684,-122.143101,47.619998,47.626513
1_68068,530330236031001,-122.153684,-122.143101,47.619998,47.626513
1_82207,530330012002001,-122.320486,-122.317774,47.70401,47.704936
1_74410,530330227023000,-122.198223,-122.196201,47.657673,47.661061
1_82205,530330012002000,-122.320563,-122.317801,47.704918,47.708576
1_31460,530330058011005,-122.384679,-122.383234,47.652151,47.653977
1_82200,530330002003000,-122.323589,-122.312652,47.724886,47.734052
1_24720,530330057004003,-122.402282,-122.400901,47.652243,47.654055
1_68035,530330238042011,-122.201554,-122.198796,47.610128,47.612004
1_31450,530330058011004,-122.384679,-122.383234,47.650324,47.652154
1_74400,530330227021007,-122.198624,-122.196205,47.661058,47.666761
1_68042,530330238042004,-122.201607,-122.200179,47.612003,47.613842
1_22490,530330121002010,-122.376216,-122.37055,47.497032,47.504639
1_68048,530330238042000,-122.198995,-122.196298,47.615497,47.617416
1_24710,530330057006013,-122.402277,-122.400898,47.654051,47.655864
1_31440,530330058011004,-122.384679,-122.383234,47.650324,47.652154
1_75510,530330207003003,-122.354802,-122.35105,47.755928,47.761393
1_10914,530330053021000,-122.313264,-122.312055,47.656205,47.656832
1_10915,530330061001007,-122.322097,-122.320513,47.649786,47.651576
1_10916,530330061001009,-122.322373,-122.322096,47.648709,47.650517
1_81106,530330308011005,-122.239253,-122.232101,47.295803,47.303147
1_10910,530330053012007,-122.31658,-122.315264,47.661283,47.66311
1_81100,530330306003023,-122.228591,-122.22572,47.30564,47.307505
1_10911,530330053013001,-122.314326,-122.313131,47.659793,47.661275
1_81103,530330308011053,-122.257287,-122.249892,47.293518,47.295652
1_10912,530330053013009,-122.313209,-122.311985,47.658299,47.659793
1_24700,530330057006004,-122.403586,-122.40089,47.655856,47.659306
1_37400,530330043013001,-122.302743,-122.301998,47.674788,47.675773
1_61740,530330302022020,-122.329374,-122.326688,47.322396,47.324314
1_68094,530330236012001,-122.180317,-122.178224,47.614519,47.617324
1_45120,530330255002000,-122.170755,-122.164682,47.502966,47.505821
1_76996,530330323192003,-122.149146,-122.14484,47.755718,47.759758
1_81117,530330309011026,-122.255943,-122.254095,47.283874,47.285104
1_61750,530330302022018,-122.334663,-122.328615,47.322394,47.325263
1_75500,530330207003007,-122.353534,-122.350988,47.753417,47.754127
1_81115,530330309011013,-122.256531,-122.254952,47.286223,47.287529
1_81114,530330309011014,-122.257368,-122.254935,47.287528,47.28877
1_10920,530330061001025,-122.322505,-122.322094,47.643188,47.64692
1_76990,530330323192014,-122.152772,-122.150994,47.753945,47.75451
1_81110,530330309011015,-122.257986,-122.254648,47.288741,47.293545
1_96059,530330211003000,-122.304726,-122.301944,47.733828,47.737479
1_37410,530330043012003,-122.300653,-122.299585,47.672148,47.675773
1_45130,530330255002001,-122.174681,-122.170721,47.503055,47.50597
1_10917,530330053022000,-122.313328,-122.312087,47.65311,47.655352
1_45145,530330254002000,-122.181732,-122.17821,47.500129,47.503094
1_67460,530330232021003,-122.132424,-122.124856,47.616982,47.624268
1_38590,530330010002010,-122.301622,-122.298841,47.704742,47.705354
1_31490,530330058014029,-122.39085,-122.385965,47.65587,47.659631
1_45140,530330255002002,-122.177467,-122.174573,47.503089,47.505603
1_68070,530330236011001,-122.161703,-122.159325,47.619351,47.623181
1_76970,530330218022042,-122.17459,-122.164228,47.754472,47.757881
1_76978,530330323194002,-122.165358,-122.160971,47.75069,47.754506
1_10940,530330061002014,-122.322094,-122.320058,47.642608,47.643193
1_68085,530330236012004,-122.185642,-122.183792,47.615814,47.617292
1_67470,530330232012012,-122.136316,-122.132407,47.616998,47.618739
1_23580,530330026002015,-122.315669,-122.311669,47.679406,47.683055
1_68081,530330237003034,-122.183956,-122.179385,47.617292,47.622089
1_31480,530330058014029,-122.39085,-122.385965,47.65587,47.659631
1_82275,530330025002004,-122.306721,-122.305304,47.681247,47.683045
1_76965,530330218022035,-122.174501,-122.16358,47.757758,47.759507
1_46575,530330254001009,-122.179802,-122.177609,47.497318,47.499401
1_82270,530330001004001,-122.296544,-122.29381,47.731953,47.733784
1_75555,530330209001006,-122.348064,-122.34539,47.745045,47.746871
1_61780,530330302011000,-122.343507,-122.334654,47.322393,47.326041
1_81144,530330309021007,-122.250284,-122.24641,47.261644,47.264657
1_75550,530330202005005,-122.366617,-122.361207,47.765063,47.766949
1_81146,530330309022006,-122.244957,-122.240021,47.262256,47.264663
1_82277,530330025002001,-122.302914,-122.301788,47.681226,47.683045
1_25870,530330042004007,-122.290256,-122.289123,47.672146,47.673983
1_46570,530330254001008,-122.181958,-122.17875,47.496788,47.49988
1_38570,530330021002000,-122.303319,-122.299923,47.700255,47.70117
1_69580,530330221013002,-122.247171,-122.240866,47.73599,47.740708
1_37440,530330042005003,-122.294322,-122.293259,47.673975,47.675791
1_75549,530330202002014,-122.359873,-122.35851,47.765007,47.765578
1_81154,530330309022005,-122.242317,-122.23953,47.264659,47.268258
1_81152,530330309022005,-122.242317,-122.23953,47.264659,47.268258
1_82280,530330215003026,-122.280938,-122.276559,47.75489,47.757873
1_46585,530330253021004,-122.216232,-122.200126,47.485675,47.504222
1_81158,530330309023012,-122.246468,-122.244897,47.264654,47.266437
1_61790,530330302011000,-122.343507,-122.334654,47.322393,47.326041
1_75540,530330207003000,-122.355951,-122.35117,47.760326,47.764548
1_81156,530330309022005,-122.242317,-122.23953,47.264659,47.268258
1_45175,530330254002013,-122.181232,-122.17864,47.49988,47.502042
1_45170,530330254001006,-122.179694,-122.177503,47.499047,47.5017
1_37450,530330042005001,-122.29221,-122.291149,47.673979,47.67579
1_25860,530330042004007,-122.290256,-122.289123,47.672146,47.673983
1_69590,530330221013002,-122.247171,-122.240866,47.73599,47.740708
1_46580,530330253013034,-122.207508,-122.202219,47.492064,47.495651
1_67450,530330232021006,-122.127086,-122.121693,47.616952,47.621445
1_82250,530330002001002,-122.301967,-122.300523,47.732007,47.733828
1_67420,530330231002003,-122.121709,-122.120017,47.616931,47.620199
1_81122,530330309011032,-122.255881,-122.250927,47.279097,47.281496
1_82257,530330026002018,-122.317473,-122.316403,47.681541,47.683058
1_81126,530330309012001,-122.252618,-122.249929,47.27569,47.279097
1_61760,530330302011010,-122.33652,-122.334656,47.322393,47.323347
1_75530,530330207003000,-122.355951,-122.35117,47.760326,47.764548
1_45180,530330254002003,-122.1856,-122.181958,47.498813,47.503107
1_37420,530330043012001,-122.298542,-122.297481,47.673966,47.675775
1_46590,530330253013011,-122.206082,-122.202218,47.497819,47.499384
1_38550,530330021002003,-122.305465,-122.301531,47.695719,47.697562
1_46595,530330253013007,-122.207532,-122.199844,47.495601,47.502696
1_69560,530330221014000,-122.261708,-122.249049,47.7404,47.752264
1_25840,530330042004020,-122.290214,-122.289082,47.668509,47.670319
1_82260,530330002001000,-122.29923,-122.29652,47.732712,47.733806
1_38567,530330021003009,-122.308171,-122.30685,47.690302,47.691234
1_81132,530330309012027,-122.253263,-122.250003,47.27289,47.274433
1_67430,530330232021006,-122.127086,-122.121693,47.616952,47.621445
1_82265,530330026002015,-122.315669,-122.311669,47.679406,47.683055
1_81130,530330309012028,-122.250911,-122.249977,47.274163,47.275472
1_82267,530330026002006,-122.309937,-122.308827,47.681229,47.683045
1_75520,530330207003003,-122.354802,-122.35105,47.755928,47.761393
1_45191,530330253013007,-122.207532,-122.199844,47.495601,47.502696
1_69570,530330221013007,-122.250199,-122.24466,47.733952,47.73916
1_37430,530330042005005,-122.296433,-122.295371,47.67397,47.675777
1_45190,530330254002014,-122.185606,-122.184335,47.499802,47.501439
1_38560,530330021002001,-122.305468,-122.30132,47.697562,47.70027
1_25640,530330061002019,-122.318193,-122.313078,47.639678,47.642915
1_69530,530330216002004,-122.251957,-122.249707,47.758377,47.759552
1_23500,530330044004006,-122.316336,-122.31522,47.664916,47.666444
1_46792,530330277015026,-122.462608,-122.460486,47.422861,47.424114
1_25650,530330061002025,-122.313669,-122.312344,47.639563,47.641047
1_46791,530330277013027,-122.460502,-122.441923,47.418247,47.429219
1_23510,530330044004003,-122.316316,-122.315192,47.666439,47.668568
1_69550,530330221014000,-122.261708,-122.249049,47.7404,47.752264
1_69553,530330221011001,-122.250109,-122.244659,47.747962,47.751646
1_46785,530330277013033,-122.457772,-122.457006,47.421934,47.422835
1_23520,530330044002026,-122.316288,-122.315192,47.668561,47.669433
1_69557,530330221014000,-122.261708,-122.249049,47.7404,47.752264
1_46770,530330277022035,-122.465892,-122.461613,47.38919,47.390911
1_69540,530330216002024,-122.257143,-122.249774,47.754353,47.758261
1_10870,530330001005005,-122.295234,-122.291989,47.719263,47.7229
1_22400,530330121001022,-122.38706,-122.381494,47.507341,47.508285
1_46773,530330277014000,-122.481658,-122.460196,47.454631,47.48205
1_23530,530330044002017,-122.316288,-122.315191,47.669429,47.671696
1_46776,530330277013024,-122.440446,-122.439704,47.41749,47.418284
1_45110,530330255002000,-122.170755,-122.164682,47.502966,47.505821
1_46769,530330277012004,-122.480266,-122.463832,47.508803,47.514006
1_76890,530330217005011,-122.24373,-122.233832,47.755552,47.757432
1_23540,530330044002009,-122.315659,-122.314181,47.672153,47.673332
1_46766,530330277012001,-122.464251,-122.451102,47.503471,47.512035
1_10860,530330001003003,-122.292731,-122.29077,47.719252,47.72273
1_35800,530330053012001,-122.313103,-122.311939,47.663082,47.664899
1_45101,530330255002000,-122.170755,-122.164682,47.502966,47.505821
1_23560,530330026003013,-122.315671,-122.31435,47.675802,47.676582
1_67290,530330230003012,-122.12122,-122.116372,47.626282,47.627527
1_39750,530330097023004,-122.394839,-122.393433,47.562969,47.564789
1_81309,530330205004007,-122.324058,-122.321328,47.752199,47.754956
1_35825,530330077004004,-122.302501,-122.301177,47.620205,47.621373
1_81314,530330205005003,-122.324151,-122.321434,47.757117,47.759547
1_81316,530330205005002,-122.324178,-122.322335,47.759529,47.7614
1_35820,530330053012010,-122.313131,-122.311967,47.661262,47.66309
1_35821,530330076002012,-122.303652,-122.302501,47.618418,47.620211
1_10840,530330001003005,-122.288604,-122.286291,47.719214,47.722974
1_37610,530330024002004,-122.285261,-122.284113,47.68304,47.68485
1_67280,530330230003020,-122.121683,-122.116791,47.622894,47.625004
1_81300,530330211002007,-122.323627,-122.322301,47.736459,47.738894
1_81304,530330205003008,-122.324,-122.321225,47.74856,47.752229
1_81305,530330205003008,-122.324,-122.321225,47.74856,47.752229
1_81302,530330211002006,-122.323703,-122.322376,47.738883,47.741313
1_46730,530330254001021,-122.17882,-122.174882,47.488341,47.495153
1_37600,530330024002003,-122.284154,-122.283091,47.683039,47.684849
1_10830,530330009001002,-122.284994,-122.283115,47.717367,47.719231
1_35830,530330079001000,-122.304161,-122.302549,47.617106,47.619169
1_35840,530330079001003,-122.303576,-122.302599,47.6153,47.617108
1_46720,530330254001021,-122.17882,-122.174882,47.488341,47.495153
1_24590,530330057002012,-122.392909,-122.391563,47.646832,47.648648
1_39770,530330097023001,-122.390836,-122.389483,47.562947,47.56476
1_22450,530330121002021,-122.385217,-122.376189,47.496757,47.504134
1_35850,530330079001004,-122.303637,-122.302653,47.612931,47.615308
1_46710,530330255003018,-122.175095,-122.169719,47.494883,47.496148
1_11940,530330090002011,-122.310274,-122.308968,47.59923,47.600002
1_46712,530330256012000,-122.169614,-122.164161,47.484913,47.488583
1_46714,530330256012000,-122.169614,-122.164161,47.484913,47.488583
1_46716,530330256012005,-122.169481,-122.16416,47.478115,47.484959
1_22460,530330121002010,-122.376216,-122.37055,47.497032,47.504639
1_39760,530330097023002,-122.392145,-122.390834,47.562949,47.564763
1_38700,530330001002011,-122.296427,-122.294199,47.72649,47.727984
1_46700,530330255003010,-122.170373,-122.167968,47.494882,47.49781
1_35860,530330079001007,-122.303716,-122.302712,47.610021,47.61294
1_82405,530610513006012,-122.298118,-122.293785,47.777385,47.778815
1_39790,530330106003014,-122.38872,-122.387217,47.543072,47.54487
1_22470,530330121002010,-122.376216,-122.37055,47.497032,47.504639
1_11920,530330090001012,-122.306359,-122.304226,47.599253,47.599995
1_22480,530330121002010,-122.376216,-122.37055,47.497032,47.504639
1_22410,530330121001021,-122.387021,-122.381494,47.506351,47.50739
1_11990,530330090001011,-122.306364,-122.30468,47.597477,47.599263
1_24550,530330058023060,-122.392994,-122.390305,47.640006,47.641159
1_35880,530330087001000,-122.303717,-122.302763,47.609017,47.610021
1_74590,530330224004011,-122.20388,-122.201565,47.679678,47.680494
1_22420,530330121002015,-122.382163,-122.380447,47.502855,47.506372
1_11980,530330090002019,-122.311581,-122.308969,47.598793,47.599237
1_24560,530330057003009,-122.392981,-122.391634,47.641157,47.64231
1_35890,530330090001008,-122.306366,-122.30222,47.594373,47.599273
1_22430,530330121002021,-122.385217,-122.376189,47.496757,47.504134
1_24570,530330057002023,-122.392952,-122.391617,47.643458,47.644611
1_11960,530330090002018,-122.314139,-122.311579,47.598795,47.599223
1_22440,530330121002021,-122.385217,-122.376189,47.496757,47.504134
1_24580,530330057002024,-122.392938,-122.391673,47.64461,47.645761
1_24640,530330058013006,-122.395678,-122.394528,47.654068,47.656013
1_82330,530330204024004,-122.292037,-122.289223,47.764571,47.770078
1_82332,530330204023001,-122.297425,-122.291949,47.766414,47.770105
1_25,530330080021005,-122.345215,-122.343054,47.611835,47.613269
1_74560,530330227022007,-122.196217,-122.194979,47.658079,47.660358
1_82334,530330204023009,-122.297517,-122.295246,47.766443,47.767911
1_82335,530330204023002,-122.299505,-122.297359,47.76657,47.77011
1_24630,530330058013007,-122.395573,-122.394215,47.653163,47.654073
1_81294,530330003001005,-122.328881,-122.325146,47.730448,47.734093
1_82340,530330204024004,-122.292037,-122.289223,47.764571,47.770078
1_74550,530330227022013,-122.196238,-122.194038,47.655835,47.658231
1_24660,530330057006000,-122.397598,-122.396102,47.658397,47.660041
1_45080,530330251011013,-122.1646,-122.162846,47.499366,47.500501
1_38650,530330007001012,-122.297402,-122.296381,47.715594,47.716881
1_38653,530330001003002,-122.293192,-122.290839,47.722635,47.726474
1_82352,530330204024001,-122.29203,-122.285401,47.767277,47.774221
1_31310,530330058023078,-122.387399,-122.386959,47.639453,47.639868
1_74580,530330224004014,-122.203854,-122.201543,47.67927,47.679707
1_20,530330080021007,-122.344774,-122.342614,47.61035,47.611835
1_24650,530330058013005,-122.39617,-122.394399,47.655877,47.657688
1_45090,530330251011012,-122.164639,-122.161758,47.500495,47.501957
1_82360,530330204024003,-122.292234,-122.290674,47.770073,47.771271
1_31300,530330058023011,-122.387655,-122.385747,47.639866,47.6414
1_74575,530330225005002,-122.196993,-122.19105,47.676624,47.679028
1_74570,530330227021015,-122.196215,-122.192849,47.661058,47.662552
1_22380,530330121001022,-122.38706,-122.381494,47.507341,47.508285
1_31330,530330058023029,-122.390366,-122.389114,47.636267,47.636987
1_74525,530330230003010,-122.137275,-122.132352,47.6278,47.631601
1_24600,530330058012005,-122.392902,-122.391545,47.648644,47.650396
1_22370,530330121001018,-122.389152,-122.386619,47.5065,47.51009
1_82302,530610417043005,-122.222944,-122.219219,47.878227,47.881937
1_11910,530330089003024,-122.302238,-122.301121,47.599279,47.600319
1_82300,530330215003001,-122.28527,-122.271045,47.759109,47.76582
1_31320,530330058023027,-122.390371,-122.388044,47.63698,47.638418
1_82303,530610518041002,-122.260918,-122.24688,47.849831,47.863909
1_74542,530330237001022,-122.16712,-122.153714,47.627956,47.630047
1_74540,530330227023013,-122.196264,-122.193536,47.651896,47.652965
1_82310,530330204024005,-122.289283,-122.28388,47.760058,47.767316
1_31350,530330056005041,-122.391881,-122.389664,47.632314,47.635919
1_38610,530330010001007,-122.301356,-122.298893,47.708415,47.710418
1_24620,530330058012003,-122.392894,-122.389698,47.650314,47.65309
1_74544,530330237001022,-122.16712,-122.153714,47.627956,47.630047
1_22390,530330121001022,-122.38706,-122.381494,47.507341,47.508285
1_38620,530330010001005,-122.300474,-122.297706,47.709803,47.712042
1_60,530330081001001,-122.339658,-122.338199,47.606604,47.607826
1_82328,530330204011000,-122.313721,-122.308359,47.774391,47.77757
1_74530,530330227022016,-122.196275,-122.194423,47.649213,47.650038
1_82327,530330204011000,-122.313721,-122.308359,47.774391,47.77757
1_82326,530330204025001,-122.306937,-122.302806,47.770117,47.777491
1_82324,530330204025001,-122.306937,-122.302806,47.770117,47.777491
1_31340,530330056005034,-122.391354,-122.389894,47.635095,47.635923
1_74537,530330237001022,-122.16712,-122.153714,47.627956,47.630047
1_82320,530330204024005,-122.289283,-122.28388,47.760058,47.767316
1_74538,530330237001034,-122.164395,-122.157238,47.624373,47.628037
